research_field_name,laboratory_count,laboratory_ids,department_names,laboratory_names,category_code,category_name,classification_basis,confidence,review_status
응용 인공지능,2,97|106,AI로봇학과,류승형 교수님 연구실|Rizwan Ali NAQVI 교수님 연구실,AI_ML,인공지능·기계학습,범용 응용 AI 분야,MEDIUM,APPROVED
의공학,1,44,AI융합전자공학과,김우식 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,공학 기반 의료기술,HIGH,APPROVED
의료 2D/3D 영상 분석,1,106,AI로봇학과,Rizwan Ali NAQVI 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료영상 분석 응용,HIGH,APPROVED
의료 영상 기반 딥러닝,1,155,인공지능데이터사이언스학과,알안타리무가헤드알리샤우퀴 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료영상 AI 응용,HIGH,APPROVED
의료 인공지능,1,157,인공지능데이터사이언스학과,Norma Latif Fitriyani 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료 분야 인공지능,HIGH,APPROVED
의료영상 분석,1,158,인공지능데이터사이언스학과,알마스니모하메드압둘라힘모하메드 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,진단용 의료영상 분석,HIGH,APPROVED
의료영상 분할,1,158,인공지능데이터사이언스학과,알마스니모하메드압둘라힘모하메드 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료영상 분할 기술,HIGH,APPROVED
의료영상 합성,1,158,인공지능데이터사이언스학과,알마스니모하메드압둘라힘모하메드 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료영상 생성 기술,HIGH,APPROVED
의료영상처리,1,101,AI로봇학과,조재진 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료 목적 영상처리,HIGH,APPROVED
의료용 로봇,1,94,AI로봇학과,우현수 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료 목적 로봇기술,HIGH,APPROVED
의료AI,1,152,인공지능데이터사이언스학과,최교윤 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료 인공지능 응용,HIGH,APPROVED
이동성 및 위치 측정 기술,1,173,지능정보융합학과,한종훈 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신 이동성·측위 기술,HIGH,APPROVED
이동통신,1,18,컴퓨터공학과,LEE KANGWON 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,모바일 통신기술,HIGH,APPROVED
이미지 센서 반도체 소자,1,46,AI융합전자공학과,박상식 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,반도체 이미지센서 소자,HIGH,APPROVED
이미지 처리,1,157,인공지능데이터사이언스학과,Norma Latif Fitriyani 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,이미지 분석·처리 분야,HIGH,APPROVED
이미지/비디오 코딩,1,43,AI융합전자공학과,권오진 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,영상 압축·코딩 기술,HIGH,APPROVED
이미징 AI,1,145,인공지능데이터사이언스학과,민병석 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,컴퓨터비전·영상 AI,HIGH,APPROVED
이상탐지,1,97,AI로봇학과,류승형 교수님 연구실,AI_ML,인공지능·기계학습,학습 기반 이상탐지,HIGH,APPROVED
인간-로봇 상호작용,1,98,AI로봇학과,박규민 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,로봇 상호작용 기술,HIGH,APPROVED
인간-컴퓨터 상호작용(HCI),2,22|149,인공지능데이터사이언스학과|컴퓨터공학과,하태현 교수님 연구실|Abolghasem Sadeghi-Niaraki 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,HCI 분야 명시,HIGH,APPROVED
인간과 컴퓨터 상호작용,1,9,컴퓨터공학과,최수미 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,인간-컴퓨터 상호작용,HIGH,APPROVED
인간컴퓨터상호작용,1,16,컴퓨터공학과,장윤 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,HCI 분야 명시,HIGH,APPROVED
인공신경망기반 첨단운전자보조시스템,1,150,인공지능데이터사이언스학과,이동훈 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,자율주행 보조시스템 AI,HIGH,APPROVED
인공지능,17,4|11|16|23|29|30|83|87|98|101|158|170|171|176|177|179|185,인공지능데이터사이언스학과|지능정보융합학과|컴퓨터공학과|콘텐츠소프트웨어학과|AI로봇학과,권순일 교수님 연구실|김형석 교수님 연구실|박규민 교수님 연구실|백경준 교수님 연구실|백성욱 교수님 연구실|송오영 교수님 연구실|신동일 교수님 연구실|신철규 교수님 연구실|알마스니모하메드압둘라힘모하메드 교수님 연구실|이경호 교수님 연구실|장윤 교수님 연구실|정철 교수님 연구실|조재진 교수님 연구실|한동일 교수님 연구실|Algabri Redhwan Nasser Ali 교수님 연구실|Mohammad Jalil Piran 교수님 연구실|Usman Ali 교수님 연구실,AI_ML,인공지능·기계학습,범용 인공지능 분야,HIGH,APPROVED
인공지능 기반 설계 기술,1,123,반도체시스템공학과,현대준 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,집적회로 물리설계 AI,HIGH,APPROVED
인공지능 기반 영상보안,1,73,정보보호학과,김영갑 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,AI 기반 보안영상 분석,HIGH,APPROVED
인공지능 보안,3,71|72|74,정보보호학과,송재승 교수님 연구실|신지선 교수님 연구실|윤주범 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,AI 시스템 보안 연구,HIGH,APPROVED
인공지능 시스템,1,18,컴퓨터공학과,LEE KANGWON 교수님 연구실,AI_ML,인공지능·기계학습,인공지능 시스템 전반,HIGH,APPROVED
인공지능 신경망프로세서 설계,1,55,AI융합전자공학과,이성주 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,AI 전용 프로세서 설계,HIGH,APPROVED
인공지능 응용,2,91|157,인공지능데이터사이언스학과|AI로봇학과,이현석 교수님 연구실|Norma Latif Fitriyani 교수님 연구실,AI_ML,인공지능·기계학습,범용 AI 응용 연구,MEDIUM,APPROVED
인공지능 프로젝트 수행,1,35,컴퓨터공학과,권기학 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,AI 프로젝트 관리 맥락,MEDIUM,APPROVED
인공지능 하드웨어,1,12,컴퓨터공학과,박우찬 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,AI 연산 하드웨어,HIGH,APPROVED
인공지능기반 모빌리티 시스템,1,150,인공지능데이터사이언스학과,이동훈 교수님 연구실,INDUSTRIAL_MOBILITY,산업·모빌리티·스마트인프라,AI 기반 모빌리티 응용,HIGH,APPROVED
인류를 위한 로봇 기술 개발,1,92,AI로봇학과,강병현 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,지능형 로봇 기술,HIGH,APPROVED
인터랙티브 미디어아트,1,187,콘텐츠소프트웨어학과,김화슬 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,상호작용형 디지털 미디어,HIGH,APPROVED
임베디드 시스템,2,15|172,지능정보융합학과|컴퓨터공학과,박기호 교수님 연구실|이석영 교수님 연구실,SOFTWARE_COMPUTING,소프트웨어·컴퓨팅시스템,임베디드 컴퓨팅 시스템,HIGH,APPROVED
자기지도학습,1,185,콘텐츠소프트웨어학과,백경준 교수님 연구실,AI_ML,인공지능·기계학습,자기지도 기계학습 방법론,HIGH,APPROVED
자동제어,1,164,지능정보융합학과,이학성 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,자동 제어공학 분야,HIGH,APPROVED
자동차 제어/군집주행,1,93,AI로봇학과,이찬화 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,차량 자율·군집주행 제어,HIGH,APPROVED
자세 추정,1,30,컴퓨터공학과,Algabri Redhwan Nasser Ali 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,로봇 자세추정 맥락,MEDIUM,APPROVED
자율운항선박,1,90,AI로봇학과,김세원 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,선박 자율운항 기술,HIGH,APPROVED
자율주행 모빌리티 제어,1,89,AI로봇학과,김성한 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,자율주행 차량 제어,HIGH,APPROVED
자율주행 차량 거동계획,1,102,AI로봇학과,조아라 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,자율차 행동·경로 계획,HIGH,APPROVED
자율주행을 위한 라이다와 카메라 기반 환경 인지,1,89,AI로봇학과,김성한 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,자율주행 환경 인지,HIGH,APPROVED
자율주행자동차 환경 인식,1,85,AI로봇학과,서재규 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,자율차 센서융합 인식,HIGH,APPROVED
작업 상황 이해 및 추론,1,142,인공지능데이터사이언스학과,구영현 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,로봇조작 작업 추론 맥락,HIGH,APPROVED
잠수함 및 수중운동체 자율화,1,90,AI로봇학과,김세원 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,수중운동체 자율화 기술,HIGH,APPROVED
저전력 시스템 구조 설계,1,15,컴퓨터공학과,박기호 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,저전력 컴퓨터 하드웨어 구조,HIGH,APPROVED
저전력 회로설계,1,122,반도체시스템공학과,구자현 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,저전력 집적회로 설계,HIGH,APPROVED
저차원 금속산화물 나노소재(0D/1D/2D),1,129,반도체시스템공학과,CAI ZHICHENG 교수님 연구실,ELECTRONIC_DEVICES,전자소자·센서·나노소재,센서용 저차원 나노소재,HIGH,APPROVED
전략도서방위작전,1,138,국방AI로봇융합공학과,김태성 교수님 연구실,DEFENSE_MILITARY,국방·군사·안보,군사 도서 방위작전,HIGH,APPROVED
전자기적합성,1,118,반도체시스템공학과,김영우 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,전자 하드웨어 전자기 적합성,HIGH,APPROVED
전자전,1,80,정보보호학과,박종일 교수님 연구실,DEFENSE_MILITARY,국방·군사·안보,군사 전자전 분야,HIGH,APPROVED
전쟁사,1,134,사이버국방학과,김덕영 교수님 연구실,DEFENSE_MILITARY,국방·군사·안보,군사사·전쟁사 연구,HIGH,APPROVED
정밀영양,1,146,인공지능데이터사이언스학과,박동현 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,개인맞춤 건강·영양 연구,HIGH,APPROVED
정보검색,1,17,컴퓨터공학과,윤은일 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,정보 탐색·검색 기술,HIGH,APPROVED
정보보안,2,20|133,사이버국방학과|컴퓨터공학과,김민철 교수님 연구실|노동영 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,정보 보호·보안 분야,HIGH,APPROVED
정보보호 및 사이버보안,1,77,정보보호학과,김종현 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,정보보호·사이버보안 명시,HIGH,APPROVED
정보시스템,3,33|156|175,인공지능데이터사이언스학과|지능정보융합학과|컴퓨터공학과,안성준 교수님 연구실|전민종 교수님 연구실|MUHAMMAD SYAFRUDIN 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,정보시스템·정보관리 분야,HIGH,APPROVED
정보이론,1,20,컴퓨터공학과,김민철 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신 기반 정보이론,MEDIUM,APPROVED
정보학,1,156,인공지능데이터사이언스학과,MUHAMMAD SYAFRUDIN 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,정보·데이터 학문 분야,HIGH,APPROVED
"정보화시대의 군사력강화 방안(석사학위 논문, 2001)",1,138,국방AI로봇융합공학과,김태성 교수님 연구실,DEFENSE_MILITARY,국방·군사·안보,군사력 강화 정책 연구,HIGH,APPROVED
제어,1,102,AI로봇학과,조아라 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,일반 제어 방법론,HIGH,APPROVED
제어 이론 및 응용,1,93,AI로봇학과,이찬화 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,제어이론과 시스템 응용,HIGH,APPROVED
제어공학,1,167,지능정보융합학과,박봉석 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,제어공학 분야 명시,HIGH,APPROVED
증강현실,1,178,콘텐츠소프트웨어학과,이종원 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,AR 인터랙티브 기술,HIGH,APPROVED
지능 사물,1,165,지능정보융합학과,김재호 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,사물인터넷 기반 지능형 연결 기술,HIGH,APPROVED
지능시스템,1,169,지능정보융합학과,윤진희 교수님 연구실,AI_ML,인공지능·기계학습,머신러닝·신뢰가능 AI 중심,HIGH,APPROVED
지능형 로봇,1,92,AI로봇학과,강병현 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,로봇 설계와 지능 알고리즘 연구,HIGH,APPROVED
지능형 모빌리티 시스템 및 제어,1,102,AI로봇학과,조아라 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,자율주행 모빌리티 계획·제어,HIGH,APPROVED
지능형 모빌리티 제어,1,89,AI로봇학과,김성한 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,자율주행 인지와 모빌리티 제어,HIGH,APPROVED
지능형 바이오시스템 및 뉴럴 엔지니어링,1,144,인공지능데이터사이언스학과,정세훈 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,바이오시스템·신경공학 분야,HIGH,APPROVED
지능형 반도체 소자/공정,1,115,반도체시스템공학과,김희동 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,반도체 소자와 제조 공정,HIGH,APPROVED
지능형 보안 시스템 연구,1,19,컴퓨터공학과,김문석 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,지능형 정보보안 시스템 연구,HIGH,APPROVED
지능형 사물인터넷 시스템,1,19,컴퓨터공학과,김문석 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,사물인터넷 연결 시스템 연구,HIGH,APPROVED
지능형 시스템,1,132,지능IoT학과,김정현 교수님 연구실,AI_ML,인공지능·기계학습,멀티모달 AI 기반 지능 시스템,HIGH,APPROVED
지능형 시스템을 위한 추정 및 예측,1,110,AI로봇학과,Amad Zafar 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,시스템 상태 추정·예측 방법,HIGH,APPROVED
지능형 신호처리,1,8,컴퓨터공학과,유영환 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,지능형 신호 분석·처리 기술,HIGH,APPROVED
지능형 에이전트,1,142,인공지능데이터사이언스학과,구영현 교수님 연구실,AI_ML,인공지능·기계학습,강화학습 기반 에이전트 지능,HIGH,APPROVED
지능형 의사결정,1,91,AI로봇학과,이현석 교수님 연구실,AI_ML,인공지능·기계학습,AI 기반 의사결정 방법,HIGH,APPROVED
지능형 이동체 인공지능,1,85,AI로봇학과,서재규 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,자율주행·드론 환경 인지 AI,HIGH,APPROVED
지능형 제어 및 자동화를 위한 뇌-컴퓨터 인터페이스,1,110,AI로봇학과,Amad Zafar 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,뇌신호 기반 생체 인터페이스,HIGH,APPROVED
지능형 탐색,1,105,AI로봇학과,MAI The Vu 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,수중로봇 경로계획·장애물 회피,HIGH,APPROVED
지능형 통신 네트워크,1,64,AI융합전자공학과,김홍찬 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,AI 결합 통신 네트워크,HIGH,APPROVED
지리공간 인공지능(Geo-AI),1,22,컴퓨터공학과,Abolghasem Sadeghi-Niaraki 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,GIS·공간 데이터 분석 AI,HIGH,APPROVED
지상,1,112,AI로봇학과,김용훈 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,문맥상 지상 이동체 관성항법,MEDIUM,APPROVED
진화알고리즘,1,169,지능정보융합학과,윤진희 교수님 연구실,AI_ML,인공지능·기계학습,진화 기반 인공지능 알고리즘,HIGH,APPROVED
집적 광학 (photonic integrated circuit),1,188,양자지능정보학과,김한솔 교수님 연구실,PHOTONICS_OPTICS,광학·포토닉스,광자 집적회로·집적광학,HIGH,APPROVED
집적회로 물리적 설계,1,123,반도체시스템공학과,현대준 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,집적회로 물리 설계 기술,HIGH,APPROVED
차세대 딥러닝,1,24,컴퓨터공학과,이수정 교수님 연구실,AI_ML,인공지능·기계학습,차세대 심층학습 방법론,HIGH,APPROVED
차세대 메모리 소자,1,119,반도체시스템공학과,엄태용 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,반도체 메모리 소자 연구,HIGH,APPROVED
차세대 안테나 전자파 잔향실 메타 물질 지능형 산란체 전자장 이론,1,59,AI융합전자공학과,김동호 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,안테나·전자파 통신 기반 기술,HIGH,APPROVED
차세대 이동통신(5G/6G) 보안 및 국내외 표준화,1,77,정보보호학과,김종현 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,이동통신 보안·보안 표준화,HIGH,APPROVED
차세대 통신,1,168,지능정보융합학과,정민채 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,차세대 이동·위성 통신,HIGH,APPROVED
창업,1,35,컴퓨터공학과,권기학 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,기술 창업과 경영 분야,HIGH,APPROVED
창의적공학설계,1,35,컴퓨터공학과,권기학 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,프로젝트 기반 공학 설계·기획,MEDIUM,APPROVED
초고속 고출력 광검출기,1,50,AI융합전자공학과,현경숙 교수님 연구실,PHOTONICS_OPTICS,광학·포토닉스,고속 광검출 광반도체 소자,HIGH,APPROVED
초고속 보안 시스템,1,70,정보보호학과,박기웅 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,고성능 시스템 보안 기술,HIGH,APPROVED
최적화,3,108|161|172,인공지능데이터사이언스학과|지능정보융합학과|AI로봇학과,이석영 교수님 연구실|FARANAKSADAT SOLAT 교수님 연구실|Muhammad Umair ALI 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,범용 시스템 최적화 방법,HIGH,APPROVED
추정,1,102,AI로봇학과,조아라 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,시스템 상태 추정 방법,HIGH,APPROVED
추천시스템,1,146,인공지능데이터사이언스학과,박동현 교수님 연구실,AI_ML,인공지능·기계학습,AI 기반 개인화 추천,HIGH,APPROVED
카메라·레이더·라이다 센서 융합,1,85,AI로봇학과,서재규 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,자율주행 다중센서 환경 인지,HIGH,APPROVED
커뮤니케이션 이론,1,65,AI융합전자공학과,Mohammed H. Alsharif 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,무선통신 이론 연구,HIGH,APPROVED
컴퓨터 구조,1,15,컴퓨터공학과,박기호 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,프로세서·시스템 하드웨어 구조,HIGH,APPROVED
컴퓨터 그래픽스,3,9|179|182,컴퓨터공학과|콘텐츠소프트웨어학과,박상일 교수님 연구실|송오영 교수님 연구실|최수미 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,그래픽스·VR/XR 시각 상호작용,HIGH,APPROVED
컴퓨터 네트워크,1,18,컴퓨터공학과,LEE KANGWON 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,컴퓨터·이동 통신망 연구,HIGH,APPROVED
컴퓨터 보조 진단,2,106|158,인공지능데이터사이언스학과|AI로봇학과,알마스니모하메드압둘라힘모하메드 교수님 연구실|Rizwan Ali NAQVI 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료영상 기반 진단 지원,HIGH,APPROVED
컴퓨터 비전,5,28|29|37|106|184,컴퓨터공학과|콘텐츠소프트웨어학과|AI로봇학과,이수빈 교수님 연구실|정승화 교수님 연구실|DILSHAD NAQQASH 교수님 연구실|Rizwan Ali NAQVI 교수님 연구실|Usman Ali 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,영상 이해·컴퓨터 비전,HIGH,APPROVED
컴퓨터 비전 및 제어 시스템,1,30,컴퓨터공학과,Algabri Redhwan Nasser Ali 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,로봇 비전·자세 추정·제어,MEDIUM,APPROVED
컴퓨터 비젼,2,11|145,인공지능데이터사이언스학과|컴퓨터공학과,민병석 교수님 연구실|한동일 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,영상 분석·인식 기술,HIGH,APPROVED
컴퓨터 알고리즘,1,1,컴퓨터공학과,나중채 교수님 연구실,SOFTWARE_COMPUTING,소프트웨어·컴퓨팅시스템,컴퓨팅 알고리즘 설계·분석,HIGH,APPROVED
컴퓨터 이론,1,1,컴퓨터공학과,나중채 교수님 연구실,SOFTWARE_COMPUTING,소프트웨어·컴퓨팅시스템,이론 컴퓨터과학 분야,HIGH,APPROVED
컴퓨터구조,1,12,컴퓨터공학과,박우찬 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,GPU·ASIC 중심 하드웨어 구조,HIGH,APPROVED
컴퓨터그래픽스,1,16,컴퓨터공학과,장윤 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,그래픽스·시각화·상호작용,HIGH,APPROVED
컴퓨터비전,2,88|140,인공지능데이터사이언스학과|AI로봇학과,전창재 교수님 연구실|최유경 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,영상 기반 컴퓨터 비전,HIGH,APPROVED
컴퓨터비젼,1,177,콘텐츠소프트웨어학과,백성욱 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,이미징 AI·영상 분석,HIGH,APPROVED
클라우드,1,18,컴퓨터공학과,LEE KANGWON 교수님 연구실,SOFTWARE_COMPUTING,소프트웨어·컴퓨팅시스템,클라우드 소프트웨어 인프라,HIGH,APPROVED
클라우드 서비스 보안,1,77,정보보호학과,김종현 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,클라우드 서비스 보호 기술,HIGH,APPROVED
클라우드 컴퓨팅,2,10|70,정보보호학과|컴퓨터공학과,노재춘 교수님 연구실|박기웅 교수님 연구실,SOFTWARE_COMPUTING,소프트웨어·컴퓨팅시스템,가상화·분산 클라우드 시스템,HIGH,APPROVED
통계학적신호처리,1,39,AI융합전자공학과,배진수 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,통계 기반 신호 검파·추정,HIGH,APPROVED
통신 네트워크,1,14,컴퓨터공학과,양효식 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신망 구성·운영 기술,HIGH,APPROVED
통신 및 센싱 융합,1,173,지능정보융합학과,한종훈 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신·센싱 통합 시스템,HIGH,APPROVED
통신 및 영상처리 알고리듬,1,55,AI융합전자공학과,이성주 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,통신·영상 신호처리 알고리즘,HIGH,APPROVED
통신 시스템,1,173,지능정보융합학과,한종훈 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신 시스템 설계·운용,HIGH,APPROVED
통신 표준,1,173,지능정보융합학과,한종훈 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,이동통신 표준 기술,HIGH,APPROVED
통신 프로토콜,1,68,AI융합전자공학과,이경근 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신망 프로토콜 설계,HIGH,APPROVED
통신-센싱 융합기술,1,168,지능정보융합학과,정민채 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,차세대 통신·센싱 융합,HIGH,APPROVED
통신신호처리,1,42,AI융합전자공학과,임준석 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,통신 파형·신호 처리,HIGH,APPROVED
통신용 모뎀 SoC 설계,1,55,AI융합전자공학과,이성주 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,통신 모뎀 시스템온칩 설계,HIGH,APPROVED
통신이론,1,39,AI융합전자공학과,배진수 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신 검파·추정 이론,HIGH,APPROVED
트래픽 엔지니어링,1,68,AI융합전자공학과,이경근 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,무선망 트래픽 관리,HIGH,APPROVED
패키지 설계 자동화,1,118,반도체시스템공학과,김영우 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,반도체 패키지 자동 설계,HIGH,APPROVED
패턴 분석,1,17,컴퓨터공학과,윤은일 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,데이터 패턴 마이닝·분석,HIGH,APPROVED
표면·계면 기능화(촉매·금속나노입자·이종접합),1,129,반도체시스템공학과,CAI ZHICHENG 교수님 연구실,ELECTRONIC_DEVICES,전자소자·센서·나노소재,센서 소자 표면·계면 기능화,HIGH,APPROVED
프라이버시-보존 머신러닝,1,183,콘텐츠소프트웨어학과,이은상 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,암호 기반 학습 프라이버시,HIGH,APPROVED
프로젝트 관리,1,35,컴퓨터공학과,권기학 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,소프트웨어 프로젝트 경영·관리,HIGH,APPROVED
프로토콜 엔지니어링,1,76,정보보호학과,이종혁 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신·블록체인 프로토콜 설계,MEDIUM,APPROVED
핀테크,1,151,인공지능데이터사이언스학과,이윤영 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,금융 기술·산업 응용,MEDIUM,APPROVED
하드웨어보안,1,118,반도체시스템공학과,김영우 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,반도체·패키지 하드웨어 보안,HIGH,APPROVED
함수 암호,1,75,정보보호학과,이광수 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,함수형 암호 기법,HIGH,APPROVED
항공 MRO,1,103,AI로봇학과,손찬규 교수님 연구실,INDUSTRIAL_MOBILITY,산업·모빌리티·스마트인프라,항공기 정비·수리·운영,HIGH,APPROVED
항만 터미널 디지털화,1,90,AI로봇학과,김세원 교수님 연구실,INDUSTRIAL_MOBILITY,산업·모빌리티·스마트인프라,항만 물류·터미널 디지털 전환,HIGH,APPROVED
항습·장기신뢰성·저전력 구동,1,129,반도체시스템공학과,CAI ZHICHENG 교수님 연구실,ELECTRONIC_DEVICES,전자소자·센서·나노소재,센서 소자 신뢰성·저전력 구동,HIGH,APPROVED
해상풍력 자율화 및 무인화,1,90,AI로봇학과,김세원 교수님 연구실,ENERGY_ENVIRONMENT,에너지·환경·기후,해상풍력 에너지 설비 무인화,HIGH,APPROVED
협력통신 및 전이중 통신,1,66,AI융합전자공학과,황덕동 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,무선 협력·전이중 통신,HIGH,APPROVED
화학 가스 센서,1,113,반도체시스템공학과,박성훈 교수님 연구실,ELECTRONIC_DEVICES,전자소자·센서·나노소재,가스 검출 전자센서 소자,HIGH,APPROVED
